table_id,dimension_signature,expected_periods,n_time_periods,missing_quarters,missing_values,time_first,time_last,coverage_status,issue_reason
12tu,Alue=MK06|Ammattiryhmä=4416|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,26,2013Q1,2026Q2,REVIEW,26 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=4419|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,25,2013Q1,2026Q2,REVIEW,25 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5111|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5112|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,9,2013Q1,2026Q2,REVIEW,9 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5113|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,14,2013Q1,2026Q2,REVIEW,14 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5120|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5131|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5132|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,13,2013Q1,2026Q2,REVIEW,13 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5141|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5142|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5151|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5152|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,12,2013Q1,2026Q2,REVIEW,12 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5153|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5161|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5163|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,17,2013Q1,2026Q2,REVIEW,17 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5164|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,33,2013Q1,2026Q2,REVIEW,33 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5165|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,34,2013Q1,2026Q2,REVIEW,34 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5169|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5211|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,9,2013Q1,2026Q2,REVIEW,9 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5212|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,10,2013Q1,2026Q2,REVIEW,10 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5221|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,9,2013Q1,2026Q2,REVIEW,9 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5222|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,4,2013Q1,2026Q2,REVIEW,4 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5223|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5230|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,3,2013Q1,2026Q2,REVIEW,3 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5241|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,4,2013Q1,2026Q2,REVIEW,4 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5242|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5243|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,5,2013Q1,2026Q2,REVIEW,5 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5244|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5245|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,5,2013Q1,2026Q2,REVIEW,5 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5246|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5249|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,6,2013Q1,2026Q2,REVIEW,6 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5311|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5312|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5321|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5322|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=5329|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5411|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,25,2013Q1,2026Q2,REVIEW,25 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5412|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,21,2013Q1,2026Q2,REVIEW,21 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5413|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,18,2013Q1,2026Q2,REVIEW,18 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5414|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,2,2013Q1,2026Q2,REVIEW,2 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=5419|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,19,2013Q1,2026Q2,REVIEW,19 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6111|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6112|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,3,2013Q1,2026Q2,REVIEW,3 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6113|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6114|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,5,2013Q1,2026Q2,REVIEW,5 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6121|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,30,2013Q1,2026Q2,REVIEW,30 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6122|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,6,2013Q1,2026Q2,REVIEW,6 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6123|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=6129|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6130|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,31,2013Q1,2026Q2,REVIEW,31 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6210|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,34,2013Q1,2026Q2,REVIEW,34 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6221|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=6222|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,4,2013Q1,2026Q2,REVIEW,4 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=6224|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7111|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7112|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,23,2013Q1,2026Q2,REVIEW,23 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7113|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,14,2013Q1,2026Q2,REVIEW,14 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7114|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,2,2013Q1,2026Q2,REVIEW,2 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7115|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7119|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7121|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7122|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,2,2013Q1,2026Q2,REVIEW,2 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7123|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,11,2013Q1,2026Q2,REVIEW,11 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7124|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7125|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,36,2013Q1,2026Q2,REVIEW,36 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7126|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7127|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7131|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,2,2013Q1,2026Q2,REVIEW,2 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7132|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,4,2013Q1,2026Q2,REVIEW,4 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7133|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,25,2013Q1,2026Q2,REVIEW,25 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7211|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,18,2013Q1,2026Q2,REVIEW,18 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7212|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7213|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7214|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,15,2013Q1,2026Q2,REVIEW,15 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7215|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7221|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,3,2013Q1,2026Q2,REVIEW,3 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7222|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,15,2013Q1,2026Q2,REVIEW,15 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7223|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7224|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,11,2013Q1,2026Q2,REVIEW,11 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7231|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7232|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,21,2013Q1,2026Q2,REVIEW,21 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7233|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7234|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,28,2013Q1,2026Q2,REVIEW,28 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7311|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,21,2013Q1,2026Q2,REVIEW,21 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7312|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7313|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7314|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7315|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,8,2013Q1,2026Q2,REVIEW,8 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7316|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,2,2013Q1,2026Q2,REVIEW,2 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7317|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,1,2013Q1,2026Q2,REVIEW,1 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7318|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,3,2013Q1,2026Q2,REVIEW,3 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7319|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,11,2013Q1,2026Q2,REVIEW,11 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7321|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,15,2013Q1,2026Q2,REVIEW,15 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7322|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,37,2013Q1,2026Q2,REVIEW,37 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7323|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,22,2013Q1,2026Q2,REVIEW,22 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7411|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7412|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7413|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,26,2013Q1,2026Q2,REVIEW,26 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7421|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7422|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,19,2013Q1,2026Q2,REVIEW,19 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7511|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,20,2013Q1,2026Q2,REVIEW,20 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7512|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7513|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,2,2013Q1,2026Q2,REVIEW,2 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7514|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,5,2013Q1,2026Q2,REVIEW,5 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7515|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,2,2013Q1,2026Q2,REVIEW,2 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7516|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7521|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,13,2013Q1,2026Q2,REVIEW,13 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7522|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,29,2013Q1,2026Q2,REVIEW,29 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7523|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,37,2013Q1,2026Q2,REVIEW,37 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7531|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,22,2013Q1,2026Q2,REVIEW,22 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7532|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,18,2013Q1,2026Q2,REVIEW,18 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7533|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,6,2013Q1,2026Q2,REVIEW,6 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7534|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,26,2013Q1,2026Q2,REVIEW,26 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7535|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7536|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,4,2013Q1,2026Q2,REVIEW,4 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7541|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=7542|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,15,2013Q1,2026Q2,REVIEW,15 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7543|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,15,2013Q1,2026Q2,REVIEW,15 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7544|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,13,2013Q1,2026Q2,REVIEW,13 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=7549|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,14,2013Q1,2026Q2,REVIEW,14 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8111|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,23,2013Q1,2026Q2,REVIEW,23 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8112|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,14,2013Q1,2026Q2,REVIEW,14 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8113|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,24,2013Q1,2026Q2,REVIEW,24 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8114|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8121|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,14,2013Q1,2026Q2,REVIEW,14 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8122|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,20,2013Q1,2026Q2,REVIEW,20 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8131|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,23,2013Q1,2026Q2,REVIEW,23 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8132|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=8141|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,20,2013Q1,2026Q2,REVIEW,20 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8142|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8143|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,21,2013Q1,2026Q2,REVIEW,21 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8151|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,4,2013Q1,2026Q2,REVIEW,4 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8152|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,32,2013Q1,2026Q2,REVIEW,32 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8153|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,33,2013Q1,2026Q2,REVIEW,33 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8154|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,16,2013Q1,2026Q2,REVIEW,16 missing value(s)
12tu,Alue=MK06|Ammattiryhmä=8155|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,0,2013Q1,2026Q2,PASS,complete quarterly coverage and values
12tu,Alue=MK06|Ammattiryhmä=8156|Työmarkkina-asema=SSS|timeperiod_m=None|contentscode=AVPAIKATYHT,54,54,0,7,2013Q1,2026Q2,REVIEW,7 missing value(s)
